Id,	OverallQual, GrLivArea,	BedroomAbvGr,	FullBath,	HalfBath,	YearBuilt,	YearRemodAdd,	TotalBsmtSF,	GarageCars,	GarageArea,	LotArea,	Neighborhood,	HouseStyle,	ExteriorQuality,	SalePrice
917	6	2939	1	2	0	1990	1990	1942	3	897	13445	Edwards	SLvl	Excellent	537153
918	8	1467	5	1	0	1984	1984	144	2	173	4487	NAmes	1.5Fin	Fair	365427
919	3	1582	1	2	0	2006	2006	1551	0	355	10616	CollgCr	2Story	Poor	283958
920	7	2116	4	2	1	1965	2004	1540	2	623	28321	OldTown	SLvl	Fair	438611
921	9	1460	5	3	0	2007	2007	1357	3	576	21648	Edwards	2Story	Good	536722
922	6	3508	4	3	0	2003	2003	1931	0	514	5544	Somerst	SLvl	Poor	555413
923	5	825	3	1	0	1968	2003	2224	0	980	9659	OldTown	2Story	Typical	280770
924	2	3789	3	1	1	1977	1977	1376	2	787	8894	NAmes	1Story	Typical	384385
925	3	1829	4	1	0	1955	1955	801	1	942	9527	OldTown	1Story	Excellent	283895
926	10	2701	3	1	0	1984	1986	2458	2	659	21197	Somerst	2Story	Poor	616599
927	6	1046	3	3	0	1969	1993	2410	2	980	27008	NAmes	1Story	Poor	380901
928	4	1980	1	1	0	1958	1968	1715	1	602	21740	Somerst	1Story	Typical	377279
929	5	3494	4	1	1	1992	1992	1602	0	542	15420	OldTown	2Story	Poor	408328
930	6	1510	4	3	1	1993	1993	260	2	816	6082	NAmes	SLvl	Good	413720
931	6	942	4	3	0	1956	1976	1004	1	869	5572	Somerst	1Story	Fair	361757
932	7	2540	1	1	1	1964	1964	495	3	68	24703	NAmes	1Story	Typical	431761
933	3	1066	4	1	0	1956	1956	1287	1	911	20813	OldTown	SLvl	Poor	213949
934	7	1690	4	2	1	2001	2001		0	691	16043	CollgCr	1Story	Good	439001
935	5	2247	1	2	0	1975	1975	561	3	898	17950	Edwards	SLvl	Typical	363505
936	10	2713	5	3	0	1955	1974	2492	2	716	25681	NAmes	1.5Fin	Poor	563741
937	2	3022	3	2	0	1964	1994	323	2	927	24694	NAmes	SLvl	Fair	363685
938	2	3174	3	1	0	2024	2024	245	3	275	3987	Edwards	1.5Fin	Poor	308718
939	5	3862	4	2	1	1969	1996	2437	3	187	12760	NridgHt	1.5Fin	Poor	569213
940	6	670	3	2	1	2002	2002	250	3	195	2720	NAmes	1Story	Good	345879
941	7	1885	3	2	1	1985	1993	1838	3	252	12467	OldTown	1.5Fin	Typical	415953
942	5	404	2	2	0	1963	1997	1909	1	214	19654	Somerst	1.5Fin	Excellent	385255
943	10	438	5	3	1	1973	2011	825	0	442	7439	CollgCr	SLvl	Fair	446519
944	5	1270	5	3	0	1951	1955	160	2	198	5775	OldTown	1Story	Good	289409
945	2	2852	1	1	1	2006	2006	771	3	158	15492	NridgHt	1Story	Good	442940
946	2	4068	4	2	1	1975	1975	171	3	524	16461	Somerst	1Story	Good	453768
947	10	3572	1	3	0	1987	2002	1681	2	794	21852	CollgCr	SLvl	Excellent	694862
948	2	3050	2	2	0	1961	2016	2222	2	135	1902	Somerst	1Story		421084
949	10	3591	5	2	0	2012	2019	2493	2	511	8567	Somerst	SLvl	Good	730346
950	3	1105	1	1	1	1966	1994	2001	0	659	23728	Edwards	2Story	Good	254370
951	1	3844	2	1	1	1993	1993	1937	0	706	20937	OldTown	2Story	Typical	363885
952	4	4050	2	3	0	2016	2016	2204	0	105	27137	NridgHt	SLvl	Good	629307
953	7	789	4	3	1	2004	2004	1925	3	734	24721	NridgHt	1.5Fin	Excellent	594513
954	5	2327	3	3	1	1995	1995	1626	3	26	25408	NridgHt	1.5Fin	Good	557455
955	8	3803	3	1	0	2017	2017	2491	1	237	16053	Somerst	SLvl	Good	674110
956	7	2352	5	1	1	1963	1965	806	1	319	28814	OldTown	SLvl	Poor	433665
957	5	3846	3	1	0	2023	2023	1032	1	853	13354	NAmes	1.5Fin	Typical	489453
958	7	4236	4	2	1	1992	2011	2266	0	192	27239	NAmes	2Story	Poor	555018
959	10	2346	1	2	0	1981	1981	777	1	783	12668	NridgHt	SLvl	Poor	551705
960	5	643	2	3	1	1969	2019	747	1	989	14154	OldTown	1.5Fin	Fair	302110
961	2	1794	5	3	0	2006	2006	380	2	960	21041	NAmes	SLvl	Typical	350277
962	5	1282	5	1	0	2024	2024	689	3	303	12853	CollgCr	SLvl	Typical	372807
963	9	2344	4	3	0	2002	2008	1484	0	95	5692	NAmes	1.5Fin	Excellent	553779
964	3	2802	2	1	1	1952	1967	2216	1	222	27042	Edwards	2Story	Good	370263
965	10	2302	1	1	0	1985	1999	340	3	769	14408	Edwards	SLvl	Typical	530214
966	6	1201	5	2	1	2005	2005	1702	3	196	27918	OldTown	SLvl	Fair	362027
967	7	1635	4	1	1	1980	2010	1916	3	646	12875	Somerst	1Story	Good	476548
968	4	3186	2	2	1	2008	2008	2240	2	374	29226	OldTown	1.5Fin	Fair	473804
969	10	510	3	2	1	2003	2003	1875	0	767	18683	NridgHt	1.5Fin	Excellent	605746
970	1	1277	4	1	1	1955	1973	389	3	606	23397	Somerst	1.5Fin	Good	294793
971	3	4059	3	2	0	1992	1992	1222	2	586	23033	NAmes	SLvl	Good	475965
972	5	806	5	2	1	1963	1975	2381	3	782	7256	CollgCr	2Story	Fair	370375
973	5	2100	1	3	0	1986	1995	2271	3	955	24742	Somerst	SLvl	Good	480465
974	5	1248	2	1	1	1979	1998	1532	1	364	28432	Edwards	1.5Fin	Excellent	369730
975	2	829	1	1	0	2011	2011	2408	0	529	20342	Somerst	1Story	Poor	275056
976	3	2133	4	2	1	2015	2015	1670	2	626	28494	OldTown	1.5Fin	Poor	296294
977	1	2538	4	1	1	1985	1985	162	1	823	25614	NAmes	1Story	Typical	285247
978	6	1122	5	3	0	1990	2019	2286	0	482	20485	Somerst	SLvl	Fair	434491
979	4	719	3	1	1	1997	1997	420	1	374	15100		SLvl	Good	325155
980	6	952	1	2	0	1999	1999	952	3	847	25933	Edwards	SLvl		353614
981	6	3071	3	3	0	1998	1998	595	1	954	6786	OldTown	1.5Fin	Excellent	468670
982	8	3928	1	1	1	2009	2009	1799	1	569	17494	NAmes	2Story	Fair	543894
983	6	1139	4	1	1	2024	2024	74	2	103	24749	Somerst	2Story	Fair	413265
984	7	1713	4	3	0	2012	2014	1601	2	290	28408	Edwards	SLvl	Poor	434202
985	6	1809	5	2	1	1960	1970	2161	1	463	9113	Somerst	1Story	Fair	415952
986	7	1879	2	1	1	1986	2003	1970	3	704	4177	CollgCr	SLvl	Fair	460481
987	7	1401	2	1	1	1985	1987	767	2	670	11001	Somerst	2Story	Good	449077
988	4	626	1	3	1	1988	1988	2243	0	820	26123	Somerst	1.5Fin	Fair	338379
989	3	2553	3	3	0	1990	2000	905	1	30	16429	NridgHt	1.5Fin	Fair	394266
990	8	1865	3	2	0	2004	2004	1700	3	465	3081	Edwards	1Story	Fair	466242
991	4	1803	4	2	1	1981	1981	1267	0	701	4901	Somerst	1Story	Typical	351253
992	6	1485	4	3	1	1970	1970	169	0	988	11164	OldTown	1Story	Good	348947
993	2	4211	1	1	0	1984	2019	7	2		11268	Somerst	SLvl	Excellent	463272
994	5	2903	2	1	1	2014	2014	458	1	879	5356	Somerst	1Story	Poor	428903
995	6	2117	3	3	1	1973	2022	2337	1	7	15583	Somerst	1.5Fin	Excellent	563400
996	7	1242	2	1	1	1951	1985	2385	1	197	15155	NridgHt	1Story	Fair	474779
997	6	3685	1	3	0	2024	2025	1025	0		7180	NAmes	SLvl	Excellent	579646
998	4	4043	5	2	0	1964	1976	2422	1	787	8119	Somerst	SLvl	Poor	506039
999	10	532	4	3	0	1995	1995	123	0	973	20436	Somerst	2Story	Good	512300
1000	6	4212	3	1	1	2010	2010	2419	2	601	28635	Edwards	1Story	Excellent	592053
1001	9	3268	2	3	1	1970	1975	577	2	616	29901	Edwards	2Story	Poor	529588
1002	8	809	5	1	0	1975	1975	92	3	535	17441	Somerst	1.5Fin	Good	447886
1003	6	3488	1	1	1	1971	1989	1895	0	512	2597	OldTown	1.5Fin	Poor	428676
1004	9	840	3	3	1	1961	2000	956	1	514	27086	OldTown	1.5Fin	Excellent	454279
1005	2	608	5	2	0	1961	1969	731	1	292	28590	Somerst	1.5Fin	Good	286789
1006	10	872	5	3	0	1964	2008	1899	2	854	9424	Somerst	1.5Fin	Excellent	589660
1007	9	2285	2	1	1	1984	1998	832	2	356	12910	CollgCr	1Story	Excellent	592017
1008	6	2940	4	1	1	1990	1990	1882	3	611	2240	Somerst	1Story	Fair	508453
1009	8	2070	1	2	1	1951	2021	488	3	669	24335	CollgCr	SLvl	Typical	512390
1010	6	900	1	3	1	2014	2014	214	3	538	23606	NAmes	1.5Fin	Good	365976
1011	3	1216	2	2	0	2001	2001	812	0	612	2087	NridgHt	SLvl	Poor	287066
1012	8	3895	5	3	1	1955	1983		0	48	21518	CollgCr	1.5Fin	Fair	549752
1013	3	4347	4	3	1	2014	2014	562	3	316	13239	CollgCr	2Story	Poor	500252
1014	4	3493	3	3	0	1952	2008	357	3	448	17047	CollgCr	1.5Fin	Excellent	522513
1015	6	824	2	2	0	1992	2002	1873	1	394	7722	OldTown	1.5Fin	Fair	324717
1016	9	3762	1	3	1	1985	1999	1233	0	908	24738	NAmes	1Story	Typical	592709
1017	4	3237	2	2	1	1988	2013	1079	2	898	13025	NAmes	2Story	Typical	424327
1018	5	2557	1	3	1	2022	2022	599	2	712	25443	OldTown	1.5Fin	Fair	406812
1019	1	987	1	2	0	2020	2020	44	3		5725	CollgCr	1Story	Good	276746
1020	2	4487	4	2	0	1971	1980	132	2	51	18255	CollgCr	1Story	Excellent	519332
1021	1	2215	1	2	1	1994	1994	1704	3	755	10339	NridgHt	1Story		402760
1022	1	581	1	2	1	2022	2022	200	3	884	29029	Edwards	1.5Fin	Excellent	266656
1023	9	1261	3	3	1	2005	2005	617	0	490	17371	NAmes	1Story	Poor	457707
1024	9	2045	2	3	1	2017	2017	2278	0	827	22012	NAmes	2Story	Excellent	593818
1025	9	655	3	2	0	1983	1983	860	3	931	3956	Somerst	1Story	Poor	429557
1026	1	1728	1	1	1	1971	1971	1862	0	547	20791	CollgCr	2Story	Poor	239621
1027	1	2320	2	2	0	1988	2023	858	0	209	4380	NAmes	1Story	Poor	217357
1028	3	4290	3	1	1	2012	2012	2330	3		11800	Edwards	SLvl	Fair	461624
1029	6	754	4	1	0	2020	2020	2055	0	757	7840	NridgHt	2Story	Excellent	474449
1030	4	2765	3	1	1	2002	2002	1175	0	562	1564	OldTown	1Story	Fair	352946
1031	5	4155	3	2	1	2003	2003	1711	0	153	18209	Somerst	1.5Fin	Good	589168
1032	2	3706	3	3	1	1988	1988	1033	1	54	8367	OldTown	SLvl	Typical	382111
1033	8	4193	2	2	1	1974	2015	2361	2	970	16109	NAmes	SLvl	Poor	569829
1034	4	1098	2	2	1	1982	1988	896	2	320	23272	Somerst	SLvl	Typical	389107
1035	1	3686	3	1	1	1987	2009	2091	3	327	6577	NridgHt	2Story	Fair	429112
1036	8	4413	1	3	0	2011	2011	1541	2	629	21732	NridgHt	2Story	Fair	691242
1037	10	1737	4	1	0	1992	1992	1609	3		9965	NAmes	2Story	Typical	509166
1038	1	2444	4	3	1	2010	2010	879	0	913	10934	Edwards	2Story	Good	338116
1039	5	2576	2	3	1	1952	2022	2083	1	681	17944	Edwards	SLvl	Typical	427405
1040	9	2424	2	3	1	2007	2007	1866	1	358	19329	NAmes	1Story		539292
1041	8	1588	2	1	1	1988	1995	2039	0	266	20179	NridgHt	SLvl	Good	537210
1042	9	4381	4	1	1	2025	2025	2004	3	860	7065	NAmes	SLvl	Good	668316
1043	5	4322	4	1	1	1985	1985	394	0	592	18019	CollgCr	SLvl	Fair	520954
1044	4	1961	1	3	1	1986	2013	2190	1	919	9013	NridgHt	1.5Fin	Excellent	527524
1045	8	3702	3	1	1	1959	1990	2105	1	345	9392	Edwards	SLvl	Excellent	610565
1046	2	2030	1	3	0	2011	2016	607	0	21	28502	Somerst	1Story	Good	378287
1047	3	3659	3	1	1	2003	2003	2455	3	900	4376	OldTown	SLvl	Fair	365788
1048	7	2798	2	1	0	2015	2015	1318	0	239	13276	Somerst	1.5Fin	Fair	486897
1049	7	2328	2	1	1	1957	1974	805	0	846	14020	NAmes	SLvl	Typical	424784
1050	2	925	3	3	1	1966	1998	558	1	710	8482		1Story	Poor	238978
1051	6	3084	2	2	1	2016	2016	912	0	232	23883	NAmes	SLvl	Fair	459644
1052	4	1716	2	2	0	1953	1996	93	3	757	15383	CollgCr	1.5Fin	Poor	298626
1053	6	1289	4	2	1	1988	2009	1727	0	81	22003	Edwards	1Story	Poor	365317
1054	10	1192	5	2	0	1980	1983	1770	1	392	12530	OldTown	1.5Fin	Good	485161
1055	1	4426	1	2	1	2021	2021	1670	1	356	27058	NAmes	1Story	Poor	425243
1056	10	823	2	2	0	2015	2015	1373	0	657	22292	Somerst	1Story	Typical	509205
1057	5	3674	5	1	0	2018	2018	907	0	535	10996	CollgCr	1.5Fin	Typical	501198
1058	8	3952	3	1	1	1971	1994	1810	2	612	28921	NridgHt	SLvl	Poor	635429
1059	5	527	2	2	1	1994	1994	2179	0	476	26155	NAmes	1Story	Excellent	375426
1060	4	2816	3	1	0	2003	2003	219	0	740	18365	CollgCr	2Story	Excellent	407125
1061	8	2767	1	2	0	2023	2023	957	1	160	1968	CollgCr	2Story	Good	513831
1062	7	1870	1	1	0	1950	1950	2489	1	719	18348	Edwards	1.5Fin	Good	419474
1063	2	3134	4	3	1	2024	2024	2155	1	50	21189	OldTown	1Story	Fair	422849
1064	8	2075	3	1	0	1977	2014	2486	3	85	11898	NAmes	1.5Fin	Excellent	512529
1065	8	2203	4	1	0	1959	1959	458	1	724	5601	Edwards	2Story	Good	411200
1066	4	2169	2	2	0	1996	1996	1162	2	158	17592	NridgHt	SLvl	Typical	458343
1067	10	3683	5	1	0	2009	2009	326	3	770	24343	NAmes	2Story	Good	690736
1068	7	2996	3	2	0	1959	1989	2166	0	132	10601	CollgCr	2Story	Excellent	560394
1069	4	1954	4	1	1	1953	1973	1297	2	146	14505	OldTown	1Story	Good	338657
1070	1	4200	1	1	1	2018	2018	609	1	933	1531	Somerst	SLvl	Poor	386836
1071	7	3689	1	3	0	2020	2020	225	2	177	21560	NAmes	SLvl	Fair	524700
1072	3	4225	4	3	1	1961	1965	1844	0	914	26184	CollgCr	2Story	Poor	471773
1073	8	3395	5	1	1	2018	2018		1	348	23626	CollgCr	2Story		591703
1074	6	2005	5	3	0	2019	2019	2198	0	798	13739	Edwards	SLvl	Excellent	508185
1075	5	3569	2	3	1	2025	2025	2429	3	940	2785	NAmes	2Story	Poor	476834
1076	2	1750	1	2	1	1966	1966	2037	2	116	15525	Edwards	1Story	Excellent	335932
1077	8	1511	5	2	1	1993	1993	1966	0	330	28303	OldTown	1Story	Fair	434506
1078	2	2249	4	3	0	2025	2025	2030	2	574	3879	CollgCr	1.5Fin	Typical	380723
1079	5	4375	2	2	0	2018	2022	2497	3	866	7597	NridgHt	1Story	Typical	620700
1080	9	2729	4	2	0	1995	2007	1158	2	187	25358	Somerst	1Story	Poor	562542
1081	10	1973	5	2	0	1964	1964	1897	1	186	17694	Somerst	1Story	Poor	566596
1082	10	2293	2	3	1	1956	1968	2050	3	368	6354	NridgHt	SLvl	Fair	619801
1083	10	1594	4	3	1	1969	1969	290	0	204	2191	CollgCr	SLvl	Poor	462408
1084	6	3101	4	1	1	1954	1961	1727	0	267	13203	NridgHt	SLvl	Good	534161
1085	3	1837	3	2	1	1964	1964	847	0	129	18455	CollgCr	2Story	Typical	312746
1086	9	2673	4	3	1	1955	1974	331	3	829	25448	CollgCr	2Story	Excellent	594922
1087	9	1916	2	1	0	2007	2007	426	2	797	26688	Edwards	2Story	Excellent	534337
1088	10	1715	5	3	0	1994	1994	285	2	144	14547	Somerst	1.5Fin	Fair	552481
1089	7	4378	5	3	0	1989	1989	2245	2	537	13541	Edwards	1Story	Excellent	653504
1090	2	1817	5	3	0	2011	2011	1930	1	646	28038	Edwards	1.5Fin	Poor	294318
1091	6	689	4	1	1	1981	1981	255	0	628	23641	OldTown	1Story	Typical	279393
1092	5	1952	1	2	0	1980	2025	1564	3	984	7465	Edwards	2Story	Good	410825
1093	9	2582	2	2	0	1965	1995	1651	3	641	20916	OldTown	2Story	Typical	513265
1094	4	788	3	2	0	1983	1983	1298	0	687	21884	OldTown	1.5Fin	Good	272083
1095	4	1653	5	3	1	1963	2011	1515	0	32	8166	Edwards	SLvl	Excellent	403611
1096	1	1081	3	2	1	1994	2013	2269	2	79	29373	Edwards	1.5Fin	Typical	239763
1097	9	2453	3	2	0	2025	2025	1297	0	619	9960	CollgCr	2Story	Fair	565433
1098	8	3365	1	3	0	1990	1990	1649	2	908	17164	NAmes	1.5Fin	Typical	545764
1099	1	4371	4	3	0	1972	1998	1428	3	399	15571	CollgCr	1.5Fin	Excellent	515024
1100	5	1995	2	3	1	2002	2024	990	1	643	21227	OldTown	1Story	Excellent	441260
1101	5	3940	1	2	0	2012	2012	2228	1	210	27198	NAmes	SLvl	Excellent	567531
1102	5	1279	5	3	1	1985	1985	1035	3	456	12707	CollgCr	SLvl	Fair	362101
1103	10	3600	1	1	1	1969	2017	2000	1	752	12459	NridgHt	1Story	Fair	650357
1104	2	2707	1	2	1	2004	2004	1513	0		22913	CollgCr	1Story	Typical	365089
1105	4	3509	1	2	0	1964	1987	1713	0	114	28640	Somerst	1Story	Typical	486313
1106	2	3498	3	1	0	2025	2025	1901	3	879	27403	NAmes	1.5Fin	Good	444194
1107	3	2583	1	2	0	1974	2008	1840	3	928	22954	NridgHt	1Story	Excellent	528391
1108	10	1455	5	2	1	1976	1976	1411	0		21537	CollgCr	1Story	Typical	496638
1109	10	2557	3	2	0	2005	2005	1539	3	341	23409	OldTown	1.5Fin	Fair	549138
1110	1	3790	2	1	0	1950	2012	1272	0	531	28174	Somerst	1Story	Excellent	428924
1111	7	4380	1	1	0	1965	1991	848	0	802	1803	CollgCr	1Story	Typical	538494
1112	3	4203	3	1	1	1959	1970	1817	1	452	18277	Edwards	1Story	Good	435942
1113	2	1144	1	2	1	1979	1979	2198	1	30	2469	Somerst	1.5Fin	Poor	237126
1114	3	2849	5	1	0	1992	1992	1763	3	72	17948	NAmes	2Story	Typical	386797
1115	2	828	2	2	1	1963	2003	1931	2	812	12749	NAmes	2Story	Typical	232338
1116	5	3143	3	3	1	1976	1991	2076	0	787	10182	Somerst	1.5Fin	Poor	455547
1117	10	4469	1	3	1	2008	2024	918	2	772	26894	CollgCr	1Story	Fair	732381
1118	6	615	1	1	1	2021	2021	156	3	126	21725	NridgHt	1.5Fin	Good	437694
1119	8	3092	2	3	0	1951	1988	844	2	170	17671	NridgHt	2Story	Poor	535445
1120	5	4277	1	1	1	1997	1997	1888	0	394	26636	NridgHt	1.5Fin	Poor	565517
1121	1	3874	4	1	1	1951	1992	2040	0	231	4290	NridgHt	1.5Fin	Poor	425655
1122	1	2009	5	1	1	1989	1989	1284	1	387	19920	Somerst	1.5Fin	Poor	284869
1123	3	826	5	1	1	2016	2016	1947	1		5953	OldTown	1Story	Typical	282581
1124	3	4188	2	3	1	2010	2010	186	1	280	8141	NridgHt	1Story	Typical	506269
1125	9	4178	4	1	0	1967	2018	1610	0	123	6777	OldTown	1.5Fin	Good	591460
1126	9	2774	3	3	1	1969	1972	1698	0	402	17007	Edwards	1Story	Typical	543022
1127	9	4414	1	2	1	2009	2009		2	723	19428	NAmes	2Story	Typical	660113
1128	7	418	1	1	0	2012	2012	1792	3	618	23044	NridgHt	1.5Fin	Excellent	497458
1129	6	2928	3	2	0	1971	1971	1229	2	321	14058	Edwards	SLvl	Fair	412027
1130	7	558	3	1	1	1950	2020	1309	1	311	28272	NridgHt	1.5Fin	Good	486590
1131	5	4237	1	2	0	1983	1983	1510	3	584	12147	OldTown	SLvl	Poor	442786
1132	7	3190	5	2	1	1997	1997	1985	2	172	5963	CollgCr	1.5Fin	Excellent	620982
1133	8	4145	4	2	1	1983	2024	622	2	834	2540	Edwards	2Story	Fair	549926
1134	8	2707	3	1	1	2021	2021	750	2	870	5133	NridgHt	1Story	Fair	588680
1135	7	741	5	3	0	2011	2011	1047	3	25	14186	Edwards	1.5Fin	Poor	340718
1136	1	508	5	2	0	2009	2009	504	2	971	13269	Somerst	SLvl	Typical	239996
1137	8	1776	5	1	1	1951	1979	835	2	23	25846	CollgCr	2Story	Fair	445066
1138	4	3448	2	2	1	2014	2014	877	2	459	5080	Somerst	1Story	Excellent	536945
1139	8	1019	5	1	0	2007	2007	785	3	667	8976	Somerst	1Story	Poor	446248
1140	6	3894	3	3	0	1980	1988	1025	3	327	29443	NridgHt	1.5Fin	Typical	639753
1141	9	1382	4	3	0	1994	1994	1262	1	203	2314	NAmes	1.5Fin	Excellent	499233
1142	4	2435	5	1	1	2012	2012	1740	2	47	13593	OldTown	1Story	Excellent	409656
1143	10	1232	1	3	1	2018	2018	757	0	728	7149	NAmes	1Story	Good	502204
1144	9	2310	3	3	0	1991	1991	2114	2	36	16708	OldTown	1.5Fin	Typical	494929
1145	4	2254	1	2	0	1953	1967	1199	3	484	29250	Somerst	2Story	Excellent	486720
1146	5	422	2	1	0	1997	1997	1803	2	393	7972	Edwards	2Story	Fair	270041
1147	6	2728	3	3	1	2001	2021	287	1	968	12055	Somerst	2Story	Excellent	547642
1148	8	3626	5	3	0	1954	1988	435	2	931	14300	Somerst	1.5Fin	Typical	607881
1149	7	4239	5	3	0	2012	2012	1134	1	818	24257	NridgHt	1.5Fin	Fair	679675
1150	9	1756	2	3	0	1965	2024	915	1	731	29564	NridgHt	1Story	Fair	543784
1151	4	4011	2	3	1	2017	2017	1240	0	543	4251	Edwards	1Story	Typical	436966
1152	6	4003	3	3	0	1991	1991	396	2	349	15428	NridgHt	1.5Fin	Poor	599475
1153	5	4453	5	1	0	1974	1980	1184	0	166	22949	NAmes	1.5Fin		525736
1154	10	1929	5	2	1	1954	1987	1717	1	969	1751	Somerst	1Story		519246
1155	4	3889	2	1	0	1951	1986	1821	3	385	24474	Edwards	1Story	Fair	448042
1156	6	2717	1	1	0	2006	2006	620	3	429	8412	NridgHt	1.5Fin	Poor	488411
1157	2	638	4	3	1	1978	1978	861	1	141	16274	Edwards	2Story	Typical	191490
1158	9	1508	2	3	1	2013	2013	1313	3	277	29386	CollgCr	1Story	Fair	517629
1159	4	3156	1	2	0	1967	2019	1295	0	635	19602	Somerst	1.5Fin	Poor	446671
1160	4	1058	1	3	0	2019	2019	1980	3	426	29689	NridgHt	1Story	Excellent	470000
1161	6	2182	3	1	0	2021	2021	976	1		18699	NAmes	1Story	Good	437075
1162	5	3577	2	1	1	1957	1963	1678	3	211	7499	NAmes	1.5Fin	Fair	444538
1163	9	1014	3	3	1	1999	1999	2210	3	82	21240	Edwards	1Story	Poor	485203
1164	6	2436	2	2	1	2021	2021	746	2		19035	Edwards	1Story	Excellent	506993
1165	6	1281	4	2	1	1974	1983	2058	2	432	10355	Edwards	SLvl	Good	378347
1166	2	2600	4	2	0	1955	1981		2	361	3691	NAmes	1Story		331680
1167	1	1387	3	1	1	2016	2016	836	0	286	19974	Edwards	1.5Fin	Good	216414
1168	4	4359	1	3	1	1986	1986		0	658	17957	Edwards	SLvl	Poor	456545
1169	10	714	3	3	0	1952	2015	1555	1	563	23549	NridgHt	SLvl	Typical	563215
1170	10	4351	4	3	1	2013	2020	1374	1	389	5088	OldTown	SLvl	Poor	603899
1171	7	3647	2	2	1	2001	2001	578	2	931	16854	OldTown	2Story	Good	540748
1172	7	3908	2	2	1	1955	1981	241	1	902	24832		SLvl	Excellent	564382
1173	4	3892	3	3	1	1969	1989	2273	2	198	26901	Edwards	1Story	Typical	499540
1174	2	1169	2	2	0	1951	2009	2185	0	643	28278	Edwards	2Story	Good	238682
1175	1	4218	3	2	0	2022	2024	2217	0	969	7541	CollgCr	1Story	Good	473337
1176	4	2837	2	1	0	1951	1981	1282	3	488	6430		1.5Fin	Excellent	463979
1177	4	4345	2	2	1	2010	2010	2212	3	30	17916	NridgHt	SLvl	Poor	610269
1178	2	4001	4	2	1	1988	2021	1183	3	132	14687	CollgCr	SLvl	Fair	447582
1179	3	2776	3	2	0	1994	2013	188	1	668	8178	Edwards	SLvl	Fair	347106
1180	1	1935	3	1	0	2011	2011	496	2	902	4408	Somerst	1Story	Good	331246
1181	7	880	4	1	0	2018	2018	681	2	128	5593	NAmes	SLvl	Typical	369172
1182	10	814	2	3	1	1959	1981	942	1	547	11165	CollgCr	1.5Fin	Good	500600
1183	7	1998	1	2	0	1951	1951	2348	2	497	22576	OldTown	2Story	Typical	428848
1184	5	3725	5	2	0	1959	2007	832	2	285	3355	NAmes	1Story		519305
1185	5	2472	1	2	0	2001	2013	1532	1	632	4498	OldTown	1Story	Good	354470
1186	4	2375	3	2	1	1993	1993	677	1	878	9039	NAmes	SLvl	Poor	324312
1187	2	1402	2	3	0	1956	1984	1608	1	239	26402	NridgHt	2Story	Excellent	433634
1188	6	2714	2	1	0	1967	1977	1419	3	54	29722	Edwards	1.5Fin	Excellent	468907
1189	6	3016	1	3	0	1990	1990	376	3	359	14045	CollgCr	SLvl	Poor	479446
1190	1	4427	5	1	0	2005	2025	1156	3	314	2771	Somerst	2Story	Fair	463164
1191	5	3391	3	2	0	1976	1976	263	3	727	1840	NAmes	1Story	Excellent	470533
1192	3	2890	2	2	1	2022	2022	2223	1	537	25981	Edwards	2Story	Excellent	428417
1193	2	4132	4	3	1	2025	2025	1761	3	17	14176	Somerst	1Story	Typical	509705
1194	8	2142	1	1	1	2008	2008	2354	0	340	3707	Somerst	1Story	Typical	554023
1195	6	4234	3	2	1	1984	2018	2189	3	735	25253	CollgCr	SLvl	Poor	576335
1196	7	1917	3	1	1	2016	2016	548	1	477	16576	Edwards	2Story	Typical	404114
1197	8	924	3	1	0	2005	2005	1768	1	563	11468	Somerst	1.5Fin	Good	462491
1198	10	2112	1	3	1	1989	2012	250	0	264	14385	Somerst	1.5Fin	Fair	564056
1199	9	928	5	3	0	1983	2024	2402	0	319	7914	CollgCr	1.5Fin	Fair	473732
1200	7	885	2	2	0	2013	2015	1964	1	130	28050	NridgHt	1.5Fin	Excellent	538359
1201	9	4013	4	2	1	1992	1992	1701	2	81	23952	CollgCr	1Story	Typical	687692
1202	5	3659	4	2	0	1963	1992	2488	0	36	7173	OldTown	1.5Fin	Fair	440175
1203	10	1307	2	1	0	2025	2025	2118	3	625	22445	CollgCr	SLvl	Fair	536882
1204	8	3835	1	2	0	1955	1972	2159	0	157	6621	NAmes	1Story	Typical	515410
1205	7	682	2	1	0	2002	2002	250	3	574	14419	CollgCr	1Story	Fair	393348
1206	10	1566	5	3	1	1999	1999	59	1	953	22839		1.5Fin	Typical	516805
1207	6	3295	5	2	1	1994	2016	2403	1	697	2536	Somerst	SLvl	Excellent	579409
1208	8	1645	5	1	0	1953	1996	628	0	575	22183	Edwards	2Story	Good	395159
1209	3	3395	2	2	0	1987	2006	1066	3	116	7939	OldTown	SLvl	Fair	341675
1210	10	3985	4	3	1	2017	2017	108	2	489	21427	Edwards	1Story	Typical	621655
1211	7	670	1	1	1	1968	1968	1558	0	892	15726	Edwards	1.5Fin	Typical	289956
1212	8	498	4	3	0	2002	2002	2052	0	384	2244	CollgCr	SLvl	Good	421740
1213	5	4254	3	2	1	2015	2015	2105	2	827	23214	CollgCr	2Story	Good	594057
1214	9	2534	4	2	0	2022	2022	1454	3		8909	NridgHt	1.5Fin	Typical	641121
1215	1	2477	4	3	0	1989	2012	1653	0	267	28642	NAmes	1Story	Fair	349442
1216	2	2301	5	2	0	1973	1973	1284	0	141	25437	NridgHt	1.5Fin	Good	413598
